Total Nacional;Comunidades y Ciudades Autónomas;Sexo;Edad (grupos quinquenales);Tipo de dato;Periodo;Total
Total Nacional;;Hombres;Todas las edades;Dato base;2022SM03;5.587
Total Nacional;;Hombres;Todas las edades;Dato base;2022SM02;5.351
Total Nacional;;Hombres;Todas las edades;Dato base;2022SM01;5.068
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM52;5.039
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM51;5.028
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM50;4.879
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM49;4.720
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM48;4.699
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM47;4.530
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM46;4.430
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM45;4.354
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM44;4.007
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM43;4.133
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM42;3.871
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM41;3.947
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM40;3.931
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM39;3.910
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM38;3.872
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM37;3.885
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM36;4.019
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM35;4.097
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM34;4.170
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM33;4.432
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM32;4.610
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM31;4.442
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM30;4.242
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM29;4.366
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM28;3.855
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM27;3.814
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM26;3.932
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM25;3.761
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM24;3.910
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM23;3.894
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM22;3.752
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM21;3.850
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM20;3.949
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM19;4.027
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM18;4.158
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM17;4.070
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM16;4.193
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM15;4.054
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM14;4.144
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM13;4.230
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM12;4.332
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM11;4.221
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM10;4.439
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM09;4.508
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM08;4.795
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM07;4.984
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM06;5.433
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM05;6.023
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM04;6.627
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM03;6.649
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM02;6.126
Total Nacional;;Hombres;Todas las edades;Dato base;2021SM01;5.363
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM53;4.945
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM52;4.746
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM51;4.752
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM50;4.912
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM49;4.875
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM48;5.017
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM47;4.950
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM46;5.121
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM45;5.353
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM44;4.974
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM43;4.866
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM42;4.542
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM41;4.447
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM40;4.322
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM39;4.264
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM38;4.117
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM37;4.106
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM36;3.999
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM35;3.984
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM34;4.018
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM33;4.120
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM32;4.024
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM31;4.221
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM30;3.977
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM29;3.759
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM28;3.904
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM27;3.787
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM26;3.746
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM25;3.494
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM24;3.472
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM23;3.649
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM22;3.901
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM21;3.822
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM20;3.802
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM19;4.117
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM18;4.410
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM17;5.060
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM16;6.166
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM15;8.184
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM14;10.551
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM13;10.538
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM12;6.935
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM11;4.894
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM10;4.380
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM09;4.319
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM08;4.202
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM07;4.497
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM06;4.597
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM05;5.030
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM04;5.107
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM03;4.926
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM02;4.670
Total Nacional;;Hombres;Todas las edades;Dato base;2020SM01;4.430
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM52;4.248
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM51;4.198
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM50;4.325
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM49;4.099
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM48;4.287
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM47;4.213
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM46;4.143
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM45;4.019
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM44;3.913
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM43;3.866
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM42;3.855
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM41;3.766
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM40;3.538
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM39;3.710
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM38;3.579
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM37;3.573
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM36;3.606
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM35;3.544
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM34;3.593
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM33;3.572
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM32;3.756
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM31;3.585
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM30;3.801
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM29;3.747
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM28;3.748
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM27;4.074
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM26;3.932
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM25;3.839
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM24;3.505
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM23;3.911
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM22;3.986
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM21;3.767
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM20;3.815
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM19;3.980
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM18;3.900
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM17;4.040
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM16;3.932
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM15;4.242
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM14;4.156
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM13;4.194
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM12;4.173
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM11;4.097
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM10;4.401
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM09;4.576
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM08;4.642
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM07;4.746
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM06;4.897
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM05;4.976
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM04;5.111
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM03;5.212
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM02;5.044
Total Nacional;;Hombres;Todas las edades;Dato base;2019SM01;4.641
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM52;4.392
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM51;4.295
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM50;4.235
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM49;4.156
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM48;4.081
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM47;4.036
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM46;4.062
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM45;4.157
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM44;4.026
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM43;3.729
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM42;3.820
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM41;3.796
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM40;3.737
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM39;3.760
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM38;3.724
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM37;3.645
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM36;3.648
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM35;3.591
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM34;3.675
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM33;3.666
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM32;3.995
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM31;3.875
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM30;3.645
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM29;3.716
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM28;3.798
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM27;3.753
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM26;3.890
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM25;3.972
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM24;3.691
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM23;3.638
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM22;3.805
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM21;3.874
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM20;3.844
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM19;3.895
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM18;3.782
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM17;3.965
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM16;4.115
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM15;4.208
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM14;4.295
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM13;4.319
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM12;4.318
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM11;4.476
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM10;4.650
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM09;4.799
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM08;4.769
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM07;5.056
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM06;5.124
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM05;4.937
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM04;5.101
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM03;5.388
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM02;5.405
Total Nacional;;Hombres;Todas las edades;Dato base;2018SM01;5.509
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM52;5.170
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM51;4.897
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM50;4.715
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM49;4.326
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM48;4.252
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM47;4.218
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM46;4.121
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM45;3.923
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM44;3.843
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM43;3.716
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM42;3.796
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM41;3.719
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM40;3.812
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM39;3.820
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM38;3.713
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM37;3.478
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM36;3.489
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM35;3.621
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM34;3.650
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM33;3.675
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM32;3.673
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM31;3.933
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM30;3.604
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM29;3.721
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM28;3.704
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM27;3.739
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM26;3.677
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM25;3.903
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM24;4.002
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM23;3.660
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM22;3.518
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM21;3.898
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM20;3.782
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM19;3.851
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM18;3.926
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM17;3.876
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM16;3.826
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM15;3.982
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM14;4.024
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM13;3.973
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM12;4.021
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM11;4.052
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM10;4.200
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM09;4.268
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM08;4.333
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM07;4.488
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM06;4.755
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM05;5.226
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM04;5.377
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM03;5.597
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM02;5.594
Total Nacional;;Hombres;Todas las edades;Dato base;2017SM01;5.333
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM52;5.053
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM51;4.612
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM50;4.355
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM49;4.142
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM48;4.234
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM47;4.133
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM46;4.156
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM45;3.964
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM44;3.693
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM43;3.828
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM42;3.719
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM41;3.629
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM40;3.607
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM39;3.632
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM38;3.640
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM37;3.445
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM36;3.737
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM35;3.569
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM34;3.692
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM33;3.681
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM32;3.754
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM31;3.774
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM30;3.778
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM29;3.711
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM28;3.729
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM27;3.828
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM26;3.819
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM25;3.714
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM24;3.638
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM23;3.863
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM22;3.670
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM21;3.748
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM20;3.945
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM19;3.783
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM18;3.907
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM17;3.790
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM16;3.877
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM15;4.000
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM14;4.119
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM13;4.288
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM12;4.092
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM11;4.597
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM10;4.404
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM09;4.419
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM08;4.403
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM07;4.389
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM06;4.393
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM05;4.415
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM04;4.327
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM03;4.491
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM02;4.419
Total Nacional;;Hombres;Todas las edades;Dato base;2016SM01;4.357
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM53;4.326
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM52;4.111
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM51;4.234
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM50;4.156
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM49;4.200
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM48;4.065
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM47;3.759
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM46;3.760
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM45;3.900
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM44;3.869
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM43;3.823
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM42;3.740
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM41;3.591
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM40;3.530
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM39;3.596
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM38;3.398
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM37;3.460
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM36;3.422
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM35;3.625
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM34;3.477
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM33;3.632
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM32;3.658
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM31;3.622
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM30;3.848
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM29;4.038
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM28;4.173
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM27;4.013
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM26;3.664
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM25;3.622
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM24;3.768
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM23;3.815
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM22;3.637
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM21;3.790
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM20;3.873
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM19;3.813
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM18;3.793
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM17;4.018
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM16;4.021
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM15;3.960
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM14;4.215
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM13;4.282
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM12;4.224
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM11;4.482
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM10;4.680
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM09;4.942
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM08;5.141
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM07;5.330
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM06;5.220
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM05;5.420
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM04;5.183
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM03;5.211
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM02;5.138
Total Nacional;;Hombres;Todas las edades;Dato base;2015SM01;4.804
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM52;4.336
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM51;4.122
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM50;4.097
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM49;3.860
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM48;3.889
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM47;3.906
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM46;3.894
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM45;3.815
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM44;3.706
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM43;3.761
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM42;3.767
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM41;3.595
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM40;3.583
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM39;3.388
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM38;3.474
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM37;3.376
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM36;3.617
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM35;3.648
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM34;3.396
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM33;3.498
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM32;3.530
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM31;3.436
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM30;3.563
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM29;3.626
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM28;3.542
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM27;3.500
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM26;3.521
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM25;3.681
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM24;3.807
